"","mach","narc","psyc"
"14656",38,27,32
"14657",33,11,17
"14658",40,22,14
"14659",41,9,16
"14660",34,4,16
"14661",45,23,20
"14662",23,6,3
"14663",35,16,18
"14664",33,19,14
"14665",22,13,8
"14666",40,11,21
"14667",24,9,11
"14668",23,16,10
"14669",40,9,10
"14670",22,10,7
"14671",32,2,12
"14672",37,-1,9
"14673",29,8,5
"14674",17,9,0
"14675",38,17,18
"14676",34,-1,14
"14677",45,26,24
"14678",30,18,10
"14679",45,11,17
"14680",36,6,14
"14681",43,18,16
"14682",31,11,13
"14683",20,-5,2
"14684",40,21,21
"14685",38,10,22
"14686",19,-1,0
"14687",20,2,4
"14688",23,7,-1
"14689",35,5,21
"14690",34,8,14
"14691",38,12,20
"14692",31,0,7
"14693",42,14,10
"14694",42,11,18
"14695",11,-3,-3
"14696",36,3,6
"14697",37,10,17
"14698",33,6,11
"14699",41,18,18
"14700",32,17,18
"14701",26,14,1
"14702",24,4,6
"14703",41,16,21
"14704",40,19,18
"14705",34,14,24
"14706",38,22,26
"14707",28,17,11
"14708",34,13,7
"14709",40,11,13
"14710",20,7,0
"14711",36,19,14
"14712",25,5,14
"14713",18,-3,2
"14714",34,11,15
"14715",40,8,12
"14716",36,18,24
"14717",43,21,18
"14718",41,12,14
"14719",32,3,13
"14720",38,4,20
"14721",43,20,22
"14722",33,15,19
"14723",42,12,24
"14724",28,15,-1
"14725",17,-1,-2
"14726",42,19,12
"14727",34,4,7
"14728",34,11,14
"14729",36,16,18
"14730",25,6,12
"14731",36,7,28
"14732",40,13,19
"14733",31,11,7
"14734",37,19,10
"14735",39,16,26
"14736",35,2,5
"14737",38,16,12
"14738",26,7,8
"14739",37,19,20
"14740",29,7,4
"14741",38,2,18
"14742",42,21,23
"14743",38,8,18
"14744",37,22,18
"14745",33,12,10
"14746",26,12,2
"14747",34,9,28
"14748",41,16,25
"14749",38,20,13
"14750",35,11,1
"14751",32,12,17
"14752",44,3,24
"14753",38,18,24
"14754",36,11,18
"14755",40,27,32
"14756",38,17,18
"14757",29,0,11
"14758",34,10,15
"14759",35,15,17
"14760",29,9,12
"14761",34,11,17
"14762",43,19,15
"14763",34,6,3
"14764",36,6,14
"14765",31,5,13
"14766",39,5,16
"14767",38,13,17
"14768",24,3,6
"14769",38,18,23
"14770",33,12,15
"14771",24,1,10
"14772",18,-1,5
"14773",33,11,19
"14774",37,13,10
"14775",26,6,3
"14776",23,1,11
"14777",36,17,21
"14778",38,19,23
"14779",36,9,14
"14780",37,17,15
"14781",33,0,12
"14782",24,4,11
"14783",28,6,8
"14784",36,21,24
"14785",27,7,15
"14786",29,9,13
"14787",33,14,17
"14788",42,12,20
"14789",37,20,22
"14790",34,14,19
"14791",32,11,15
"14792",32,13,10
"14793",35,12,17
"14794",29,7,12
"14795",42,18,20
"14796",33,13,14
"14797",39,16,22
"14798",43,19,13
"14799",40,8,17
"14800",40,21,26
"14801",36,21,14
"14802",35,12,16
"14803",29,8,7
"14804",14,1,-2
"14805",36,6,15
"14806",39,16,16
"14807",32,7,15
"14808",40,19,25
"14809",42,23,14
"14810",38,10,23
"14811",42,9,16
"14812",36,8,18
"14813",34,18,21
"14814",34,2,21
"14815",9,3,5
"14816",19,-1,1
"14817",39,11,27
"14818",25,5,7
"14819",37,23,30
"14820",33,4,11
"14821",41,19,13
"14822",44,16,13
"14823",34,14,16
"14824",33,7,11
"14825",41,13,15
"14826",41,2,10
"14827",34,10,19
"14828",41,11,20
"14829",31,-5,9
"14830",36,6,10
"14831",40,5,15
"14832",23,4,7
"14833",33,9,10
"14834",40,23,25
"14835",45,15,24
"14836",36,9,18
"14837",21,10,5
"14838",23,-2,2
"14839",40,12,21
"14840",42,18,11
"14841",26,4,21
"14842",30,16,16
"14843",33,2,5
"14844",34,16,21
"14845",41,9,23
"14846",37,11,8
"14847",27,4,6
"14848",36,11,21
"14849",37,4,1
"14850",40,20,18
"14851",39,26,11
"14852",40,11,18
"14853",29,10,7
"14854",38,0,12
"14855",38,18,13
"14856",18,-1,3
"14857",31,7,16
"14858",35,10,11
"14859",36,21,17
"14860",31,1,11
"14861",40,10,19
"14862",36,18,7
"14863",26,15,10
"14864",44,25,26
"14865",37,-1,8
"14866",17,3,5
"14867",41,15,20
"14868",39,14,17
"14869",36,4,10
"14870",37,21,23
"14871",19,2,5
"14872",32,10,11
"14873",21,1,6
"14874",35,14,17
"14875",36,5,9
"14876",43,15,23
"14877",34,15,12
"14878",31,10,10
"14879",45,26,29
"14880",23,-5,10
"14881",42,8,22
"14882",30,9,13
"14883",40,12,21
"14884",25,0,3
"14885",20,17,3
"14886",28,0,5
"14887",39,11,14
"14888",17,4,-2
"14889",39,8,21
"14890",33,4,7
"14891",25,15,8
"14892",26,7,13
"14893",38,18,21
"14894",27,7,4
"14895",41,14,13
"14896",44,23,30
"14897",30,11,8
"14898",40,15,13
"14899",0,0,0
"14900",45,15,25
"14901",26,5,11
"14902",39,-1,7
"14903",41,10,10
"14904",26,6,9
"14905",26,1,5
"14906",28,5,12
"14907",38,10,14
"14908",23,8,2
"14909",41,3,12
"14910",15,12,2
"14911",35,6,14
"14912",32,5,4
"14913",34,24,21
"14914",42,15,20
"14915",41,16,20
"14916",18,5,3
"14917",41,17,28
"14918",32,9,12
"14919",34,12,23
"14920",44,16,29
"14921",26,4,9
"14922",26,7,2
"14923",37,17,16
"14924",39,20,25
"14925",36,-3,12
"14926",40,18,28
"14927",45,19,25
"14928",32,5,14
"14929",25,14,6
"14930",37,18,8
"14931",34,12,23
"14932",42,12,27
"14933",41,14,21
"14934",29,11,8
"14935",44,15,20
"14936",34,11,14
"14937",31,3,7
"14938",33,14,11
"14939",43,18,18
"14940",36,17,20
"14941",16,3,11
"14942",34,16,15
"14943",29,11,5
"14944",40,1,16
"14945",29,1,9
"14946",45,15,17
"14947",22,6,3
"14948",29,18,19
"14949",37,20,18
"14950",31,16,18
"14951",30,0,4
"14952",40,27,29
"14953",27,10,12
"14954",38,8,14
"14955",38,14,9
"14956",40,19,24
"14957",18,-5,-1
"14958",41,13,19
"14959",40,14,14
"14960",30,8,8
"14961",42,13,24
"14962",9,14,8
"14963",37,3,17
"14964",34,4,16
"14965",33,5,13
"14966",18,-1,6
"14967",17,0,1
"14968",44,18,23
"14969",13,-7,-3
"14970",27,6,2
"14971",33,8,10
"14972",28,9,9
"14973",44,17,20
"14974",39,6,18
"14975",32,8,7
"14976",18,9,10
"14977",23,0,4
"14978",32,12,9
"14979",22,7,7
"14980",24,9,9
"14981",31,2,15
"14982",34,20,15
"14983",37,7,12
"14984",17,9,0
"14985",16,3,3
"14986",20,3,3
"14987",28,11,15
"14988",38,14,17
"14989",16,3,1
"14990",30,4,21
"14991",28,-3,5
"14992",35,-5,11
"14993",28,16,12
"14994",39,7,10
"14995",33,0,13
"14996",22,7,7
"14997",23,5,10
"14998",37,11,11
"14999",20,2,1
"15000",37,12,17
"15001",21,6,12
"15002",27,4,9
"15003",35,6,11
"15004",28,8,7
"15005",28,8,20
"15006",32,1,7
"15007",33,13,12
"15008",23,0,4
"15009",28,2,10
"15010",20,4,2
"15011",28,6,11
"15012",35,8,26
"15013",25,6,5
"15014",41,15,16
"15015",27,6,6
"15016",45,7,23
"15017",23,12,9
"15018",37,7,18
"15019",36,2,7
"15020",45,27,33
"15021",21,14,4
"15022",32,5,12
"15023",36,8,15
"15024",35,19,19
"15025",38,18,22
"15026",31,8,11
"15027",33,16,11
"15028",26,3,12
"15029",33,11,5
"15030",35,18,10
"15031",33,5,10
"15032",33,20,16
"15033",28,-6,3
"15034",37,15,14
"15035",35,15,10
"15036",38,16,20
"15037",41,14,23
"15038",27,6,3
"15039",21,12,14
"15040",31,11,2
"15041",25,9,7
"15042",34,17,4
"15043",30,-3,3
"15044",37,7,6
"15045",35,3,7
"15046",25,-3,5
"15047",35,14,12
"15048",24,14,4
"15049",31,4,7
"15050",24,6,6
"15051",29,12,7
"15052",24,6,8
"15053",26,5,2
"15054",30,7,3
"15055",38,19,13
"15056",28,2,13
"15057",39,14,13
"15058",29,2,3
"15059",34,8,12
"15060",34,15,11
"15061",42,4,19
"15062",20,1,8
"15063",30,7,0
"15064",30,9,20
"15065",22,3,2
"15066",21,10,0
"15067",22,0,6
"15068",21,4,2
"15069",26,4,-2
"15070",30,-1,10
"15071",29,-2,22
"15072",45,15,18
"15073",34,1,14
"15074",19,6,-1
"15075",32,-2,23
"15076",32,6,14
"15077",26,4,12
"15078",43,12,26
"15079",25,4,3
"15080",35,15,13
"15081",28,12,8
"15082",30,10,11
"15083",42,-1,12
"15084",23,6,-1
"15085",36,15,14
"15086",31,11,4
"15087",28,9,12
"15088",41,12,23
"15089",28,15,7
"15090",21,1,2
"15091",37,4,16
"15092",21,-1,6
"15093",28,8,9
"15094",33,-1,7
"15095",30,0,8
"15096",31,13,20
"15097",24,13,9
"15098",23,-1,1
"15099",26,4,11
"15100",24,3,5
"15101",28,5,5
"15102",25,-1,7
"15103",17,-3,2
"15104",41,15,11
"15105",37,5,3
"15106",32,10,8
"15107",40,17,16
"15108",20,9,6
"15109",31,7,8
"15110",29,10,14
"15111",36,11,24
"15112",31,6,6
"15113",32,9,5
"15114",38,9,8
"15115",30,16,8
"15116",22,8,5
"15117",17,-1,5
"15118",26,4,2
"15119",23,7,4
"15120",22,2,0
"15121",29,5,13
"15122",25,0,6
"15123",24,3,6
"15124",24,6,5
"15125",36,19,20
"15126",42,18,15
"15127",27,-1,7
"15128",32,11,10
"15129",35,7,8
"15130",33,13,10
"15131",23,2,9
"15132",27,15,12
"15133",24,6,3
"15134",37,1,9
"15135",29,8,12
"15136",30,9,13
"15137",21,6,2
"15138",38,21,24
"15139",25,2,8
"15140",22,3,6
"15141",34,1,7
"15142",16,4,7
"15143",26,7,16
"15144",38,10,12
"15145",45,27,33
"15146",26,3,11
"15147",21,10,6
"15148",34,1,7
"15149",24,6,9
"15150",39,7,12
"15151",34,11,4
"15152",29,13,12
"15153",31,8,5
"15154",26,4,3
"15155",32,11,6
"15156",24,15,8
"15157",23,6,5
"15158",27,3,0
"15159",34,9,17
"15160",31,13,9
"15161",32,5,7
"15162",31,8,13
"15163",29,9,10
"15164",24,3,6
"15165",30,4,3
"15166",33,2,11
"15167",31,10,12
"15168",36,13,12
"15169",24,6,1
"15170",26,-2,4
"15171",40,11,16
"15172",22,7,18
"15173",32,2,8
"15174",27,11,10
"15175",38,8,11
"15176",33,4,15
"15177",22,7,3
"15178",24,7,2
"15179",27,8,8
"15180",31,15,18
"15181",30,6,11
"15182",32,16,8
"15183",36,16,19
"15184",25,-3,12
"15185",37,-2,20
"15186",23,5,8
"15187",21,3,12
"15188",35,1,9
"15189",24,1,9
"15190",35,7,10
"15191",33,-1,13
"15192",33,-1,6
"15193",38,4,12
"15194",34,3,8
"15195",32,3,4
"15196",29,7,4
"15197",33,10,13
"15198",32,7,8
"15199",25,2,7
"15200",25,13,5
"15201",34,17,16
"15202",25,6,4
"15203",35,16,19
"15204",28,13,9
"15205",23,1,4
"15206",28,10,8
"15207",32,8,17
"15208",31,12,12
"15209",42,7,16
"15210",24,5,8
"15211",22,6,6
"15212",34,16,15
"15213",32,15,13
"15214",19,8,4
"15215",34,1,13
"15216",42,25,30
"15217",17,-1,2
"15218",36,10,8
"15219",16,-2,2
"15220",21,6,7
"15221",35,5,10
"15222",25,8,12
"15223",33,4,9
"15224",24,2,2
"15225",18,18,4
"15226",27,9,7
"15227",30,5,3
"15228",44,26,19
"15229",15,0,1
"15230",41,22,23
"15231",38,15,17
"15232",28,12,10
"15233",39,-2,9
"15234",34,6,11
"15235",24,-1,11
"15236",24,1,1
"15237",45,23,16
"15238",37,17,9
"15239",35,16,17
"15240",42,7,25
"15241",34,7,8
"15242",25,3,9
"15243",25,5,10
"15244",27,1,6
"15245",29,8,10
"15246",30,11,21
"15247",26,-1,4
"15248",43,16,23
"15249",31,11,13
"15250",26,15,22
"15251",35,5,16
"15252",32,-2,11
"15253",24,2,19
"15254",32,5,12
"15255",44,7,17
"15256",42,27,25
"15257",25,16,8
"15258",23,13,17
"15259",25,-1,5
"15260",16,4,3
"15261",36,12,14
"15262",27,10,10
"15263",33,15,8
"15264",40,16,22
"15265",21,10,4
"15266",35,8,11
"15267",22,2,0
"15268",44,24,26
"15269",27,7,20
"15270",33,9,11
"15271",26,9,10
"15272",38,6,7
"15273",34,12,26
"15274",18,-1,2
"15275",42,12,18
"15276",28,-4,10
"15277",30,3,11
"15278",43,14,22
"15279",34,14,7
"15280",37,13,12
"15281",25,3,7
"15282",44,4,18
"15283",36,17,17
"15284",38,19,21
"15285",36,8,18
"15286",38,18,21
"15287",38,11,19
"15288",41,21,24
"15289",20,-1,3
"15290",34,4,11
"15291",38,11,16
"15292",20,5,6
"15293",35,8,17
"15294",28,7,7
"15295",36,15,17
"15296",36,7,14
"15297",45,27,29
"15298",32,11,10
"15299",33,5,17
"15300",27,8,15
"15301",25,13,5
"15302",32,8,11
"15303",31,21,19
"15304",35,7,7
"15305",31,9,5
"15306",24,4,5
"15307",31,8,10
"15308",36,11,10
"15309",36,6,5
"15310",28,1,14
"15311",38,8,10
"15312",33,11,19
"15313",27,9,7
"15314",33,11,4
"15315",35,7,13
"15316",29,9,17
"15317",23,13,10
"15318",30,-2,2
"15319",10,-1,-1
"15320",10,-5,4
"15321",36,11,9
"15322",29,8,6
"15323",31,13,12
"15324",34,19,17
"15325",33,19,7
"15326",38,20,22
"15327",36,9,14
"15328",32,11,4
"15329",24,-5,3
"15330",27,-2,6
"15331",28,-2,9
"15332",36,14,15
"15333",30,10,0
"15334",39,15,18
"15335",32,4,9
"15336",25,7,3
"15337",44,15,25
"15338",38,16,24
"15339",32,5,12
"15340",38,11,16
"15341",32,7,8
"15342",22,6,4
"15343",45,0,10
"15344",29,9,11
"15345",38,14,24
"15346",24,14,5
"15347",23,4,1
"15348",25,7,4
"15349",29,7,6
"15350",40,5,13
"15351",31,9,6
"15352",37,5,13
"15353",30,14,10
"15354",36,-3,1
"15355",28,0,1
"15356",32,11,17
"15357",36,7,14
"15358",39,16,7
"15359",37,23,25
"15360",32,-2,5
"15361",34,13,16
"15362",34,9,9
"15363",25,-7,4
"15364",33,11,15
"15365",35,7,10
"15366",34,15,13
"15367",16,3,12
"15368",22,-2,3
"15369",32,15,16
"15370",33,14,22
"15371",27,4,4
"15372",37,12,15
"15373",39,17,15
"15374",35,14,20
"15375",35,14,13
"15376",38,12,15
"15377",37,17,17
"15378",38,14,11
"15379",27,2,3
"15380",43,25,23
"15381",29,-1,6
"15382",28,7,9
"15383",32,6,18
"15384",31,1,9
"15385",22,-1,5
"15386",35,5,16
"15387",44,17,22
"15388",36,6,14
"15389",35,11,17
"15390",45,25,29
"15391",37,-1,8
"15392",22,5,0
"15393",43,18,10
"15394",26,1,15
"15395",41,11,22
"15396",35,9,13
"15397",33,-3,9
"15398",34,19,13
"15399",41,15,15
"15400",36,17,13
"15401",18,8,1
"15402",34,1,16
"15403",41,21,20
"15404",42,20,16
"15405",34,17,23
"15406",25,-4,0
"15407",26,13,7
"15408",33,13,21
"15409",26,7,10
"15410",30,3,13
"15411",29,4,9
"15412",32,9,4
"15413",33,9,13
"15414",37,11,15
"15415",39,9,12
"15416",41,8,14
"15417",28,5,13
"15418",35,11,7
"15419",37,11,12
"15420",42,10,20
"15421",21,9,1
"15422",28,2,2
"15423",21,8,12
"15424",26,2,5
"15425",28,15,7
"15426",32,8,17
"15427",37,16,18
"15428",22,6,6
"15429",34,6,9
"15430",27,3,-2
"15431",43,7,19
"15432",41,14,15
"15433",30,11,7
"15434",23,1,1
"15435",45,12,13
"15436",29,13,6
"15437",30,23,10
"15438",38,4,12
"15439",45,17,21
"15440",35,4,11
"15441",31,13,13
"15442",29,6,15
"15443",29,16,15
"15444",30,14,13
"15445",39,6,13
"15446",42,16,20
"15447",33,8,5
"15448",36,1,12
"15449",30,16,16
"15450",26,1,5
"15451",37,-2,5
"15452",33,0,5
"15453",27,7,3
"15454",18,-4,9
"15455",34,18,24
"15456",29,4,-2
"15457",24,10,6
"15458",19,13,2
"15459",27,-1,1
"15460",44,21,22
"15461",37,2,11
"15462",39,16,18
"15463",40,5,12
"15464",28,6,17
"15465",27,19,15
"15466",39,19,16
"15467",36,9,9
"15468",28,4,13
"15469",34,20,22
"15470",34,4,6
"15471",29,6,15
"15472",30,10,9
"15473",27,3,16
"15474",31,10,9
"15475",33,12,20
"15476",31,8,7
"15477",19,8,2
"15478",36,7,8
"15479",44,21,20
"15480",26,-3,8
"15481",26,-3,7
"15482",26,13,8
"15483",23,8,1
"15484",45,20,16
"15485",25,2,2
"15486",38,17,23
"15487",36,5,11
"15488",18,9,11
"15489",29,16,20
"15490",18,-3,-2
"15491",23,2,0
"15492",26,11,10
"15493",38,18,25
"15494",23,-1,1
"15495",38,10,13
"15496",36,26,28
"15497",20,-1,2
"15498",27,1,16
"15499",19,-5,8
"15500",37,12,16
"15501",30,6,4
"15502",20,-1,6
"15503",40,10,13
"15504",40,7,13
"15505",35,12,11
"15506",36,6,15
"15507",41,8,28
"15508",35,11,10
"15509",31,4,9
"15510",38,18,21
"15511",33,17,18
"15512",8,1,1
"15513",37,22,8
"15514",40,11,12
"15515",28,4,8
"15516",35,11,20
"15517",39,10,20
"15518",28,7,17
"15519",40,20,18
"15520",35,11,20
"15521",37,0,2
"15522",35,11,15
"15523",42,20,23
"15524",29,5,18
"15525",43,12,15
"15526",32,15,18
"15527",44,17,17
"15528",31,4,25
"15529",30,6,13
"15530",35,15,17
"15531",30,17,15
"15532",38,10,11
"15533",36,14,9
"15534",41,9,17
"15535",37,16,10
"15536",35,5,8
"15537",29,4,7
"15538",30,5,3
"15539",26,1,4
"15540",37,13,10
"15541",33,11,15
"15542",34,7,21
"15543",21,7,8
"15544",33,21,15
"15545",36,10,17
"15546",37,3,16
"15547",27,10,14
"15548",35,5,15
"15549",34,-1,6
"15550",33,2,8
"15551",25,7,8
"15552",41,13,25
"15553",38,20,24
"15554",32,7,10
"15555",34,9,12
"15556",40,1,16
"15557",32,9,16
"15558",29,2,7
"15559",34,13,10
"15560",35,4,9
"15561",38,4,18
"15562",24,1,0
"15563",27,3,9
"15564",35,13,11
"15565",40,4,20
"15566",39,8,13
"15567",33,3,11
"15568",19,-4,2
"15569",34,5,11
"15570",42,11,20
"15571",29,-1,15
"15572",39,14,16
"15573",43,6,22
"15574",25,9,10
"15575",40,15,10
"15576",44,6,23
"15577",29,2,2
"15578",31,17,24
"15579",33,7,11
"15580",38,19,17
"15581",30,8,12
"15582",36,14,20
"15583",17,10,9
"15584",38,13,20
"15585",37,2,17
"15586",40,15,14
"15587",26,6,8
"15588",32,3,11
"15589",38,7,12
"15590",41,9,15
"15591",23,11,20
"15592",29,14,16
"15593",34,20,14
"15594",33,5,13
"15595",39,12,19
"15596",33,1,11
"15597",37,4,1
"15598",31,2,10
"15599",33,9,18
"15600",25,7,10
"15601",39,2,5
"15602",30,11,13
"15603",36,3,2
"15604",35,11,21
"15605",21,0,-1
"15606",32,-1,7
"15607",22,-1,4
"15608",23,11,17
"15609",44,10,18
"15610",28,10,7
"15611",45,7,18
"15612",31,3,16
"15613",26,2,10
"15614",37,10,19
"15615",19,2,1
"15616",35,16,20
"15617",43,16,19
"15618",45,8,17
"15619",29,2,8
"15620",45,12,14
"15621",25,5,10
"15622",12,-6,-2
"15623",25,6,5
"15624",40,8,16
"15625",43,21,12
"15626",17,14,5
"15627",17,2,-2
"15628",40,17,16
"15629",31,-1,6
"15630",25,12,12
"15631",27,2,4
"15632",14,-2,3
"15633",23,2,8
"15634",22,4,1
"15635",35,2,5
"15636",34,15,8
"15637",36,14,18
"15638",31,3,9
"15639",34,3,16
"15640",41,24,23
"15641",26,4,8
"15642",40,13,17
"15643",37,10,12
"15644",35,2,7
"15645",32,4,11
"15646",39,14,24
"15647",25,3,7
"15648",41,0,9
"15649",35,18,9
"15650",28,10,8
"15651",24,16,11
"15652",23,6,1
"15653",19,3,0
"15654",33,8,20
"15655",20,10,6
"15656",12,-8,-2
"15657",17,10,4
"15658",29,5,14
"15659",20,0,1
"15660",18,9,3
"15661",40,19,10
"15662",39,16,27
"15663",41,17,14
"15664",26,10,14
"15665",31,11,16
"15666",44,10,23
"15667",32,11,16
"15668",30,10,12
"15669",26,17,8
"15670",32,11,6
"15671",34,13,13
"15672",29,2,5
"15673",24,5,2
"15674",35,13,7
"15675",37,14,20
"15676",26,10,10
"15677",33,9,9
"15678",40,15,14
"15679",19,4,-1
"15680",36,13,8
"15681",33,11,15
"15682",32,12,19
"15683",44,15,13
"15684",44,23,21
"15685",22,-4,0
"15686",38,10,23
"15687",33,15,15
"15688",38,21,16
"15689",39,5,11
"15690",27,0,4
"15691",31,11,25
"15692",17,4,1
"15693",34,14,11
"15694",36,11,13
"15695",31,11,10
"15696",35,10,19
"15697",29,6,7
"15698",34,7,15
"15699",25,7,10
"15700",33,4,15
"15701",29,8,18
"15702",19,0,5
"15703",31,9,14
"15704",38,22,18
"15705",40,19,24
"15706",36,22,16
"15707",43,17,21
"15708",31,-4,4
"15709",19,3,1
"15710",22,13,4
"15711",34,7,15
"15712",23,-2,7
"15713",38,15,19
"15714",25,15,8
"15715",28,4,21
"15716",29,13,14
"15717",14,-5,-2
"15718",41,9,18
"15719",37,-2,20
"15720",39,11,17
"15721",28,6,8
"15722",33,16,11
"15723",37,14,18
"15724",33,17,16
"15725",37,9,16
"15726",32,6,10
"15727",32,8,16
"15728",44,2,13
"15729",30,13,9
"15730",40,20,12
"15731",18,0,4
"15732",28,2,8
"15733",42,13,18
"15734",25,20,13
"15735",39,6,22
"15736",34,4,6
"15737",35,3,9
"15738",27,-2,5
"15739",43,12,23
"15740",26,4,1
"15741",26,14,12
"15742",37,11,27
"15743",34,10,13
"15744",34,7,2
"15745",39,6,13
"15746",34,11,22
"15747",32,3,12
"15748",27,8,4
"15749",25,-6,4
"15750",40,14,19
"15751",27,6,9
"15752",35,16,17
"15753",31,10,12
"15754",34,-1,9
"15755",27,6,13
"15756",29,2,1
"15757",41,7,16
"15758",26,3,16
"15759",14,-3,7
"15760",36,5,15
"15761",21,4,9
"15762",43,19,23
"15763",21,14,6
"15764",27,8,20
"15765",39,16,22
"15766",39,8,13
"15767",40,12,15
"15768",32,6,8
"15769",38,5,18
"15770",38,8,11
"15771",39,10,17
"15772",25,16,-2
"15773",31,7,11
"15774",19,6,5
"15775",33,3,15
"15776",31,1,10
"15777",41,19,18
"15778",41,17,26
"15779",45,24,19
"15780",33,6,17
"15781",27,3,5
"15782",23,-2,6
"15783",21,-7,1
"15784",31,9,10
"15785",25,7,9
"15786",24,2,2
"15787",28,6,2
"15788",41,12,23
"15789",31,4,1
"15790",30,3,23
"15791",34,13,15
"15792",33,5,9
"15793",32,5,10
"15794",43,17,30
"15795",41,7,11
"15796",34,0,13
"15797",36,-2,13
"15798",35,10,12
"15799",36,23,22
"15800",18,0,1
"15801",42,23,23
"15802",34,16,18
"15803",40,9,16
"15804",29,7,7
"15805",33,9,19
"15806",43,17,21
"15807",20,2,0
"15808",41,22,18
"15809",39,0,13
"15810",44,10,19
"15811",22,9,2
"15812",40,17,23
"15813",35,5,13
"15814",35,5,19
"15815",29,6,11
"15816",40,11,8
"15817",28,4,6
"15818",20,7,-1
"15819",32,9,14
"15820",34,10,9
"15821",19,12,-3
"15822",25,7,12
"15823",42,3,10
"15824",40,19,20
"15825",42,21,22
"15826",23,12,0
"15827",39,20,17
"15828",38,8,12
"15829",20,8,3
"15830",29,9,7
"15831",37,10,10
"15832",44,18,17
"15833",27,8,3
"15834",25,5,8
"15835",40,16,18
"15836",23,8,9
"15837",24,1,3
"15838",41,23,33
"15839",32,11,12
"15840",31,7,11
"15841",19,-6,-1
"15842",41,1,21
"15843",25,9,15
"15844",33,8,9
"15845",28,7,7
"15846",37,18,18
"15847",28,11,9
"15848",35,14,16
"15849",35,7,5
"15850",25,2,1
"15851",37,9,31
"15852",21,9,15
"15853",36,7,10
"15854",35,12,16
"15855",38,19,21
"15856",12,6,-1
"15857",34,4,22
"15858",34,9,22
"15859",39,14,9
"15860",33,0,6
"15861",45,21,26
"15862",36,10,14
"15863",33,10,13
"15864",29,15,13
"15865",28,7,7
"15866",31,17,4
"15867",37,15,16
"15868",29,14,9
"15869",29,4,11
"15870",33,14,19
"15871",31,14,9
"15872",32,16,10
"15873",40,18,19
"15874",27,9,7
"15875",32,7,11
"15876",41,20,21
"15877",43,7,17
"15878",42,23,23
"15879",38,9,16
"15880",31,17,8
"15881",37,13,20
"15882",26,5,20
"15883",23,8,2
"15884",36,3,14
"15885",32,9,15
"15886",30,10,12
"15887",19,8,3
"15888",35,23,17
"15889",34,16,18
"15890",27,11,13
"15891",33,18,15
"15892",39,20,15
"15893",29,12,0
"15894",36,7,20
"15895",34,5,12
"15896",37,11,20
"15897",29,6,2
"15898",30,12,17
"15899",36,9,18
"15900",44,8,28
"15901",40,11,14
"15902",40,19,21
"15903",40,16,16
"15904",36,10,16
"15905",35,16,13
"15906",40,9,3
"15907",25,-6,6
"15908",39,20,14
"15909",26,12,10
"15910",24,5,5
"15911",29,11,8
"15912",24,2,5
"15913",27,4,3
"15914",41,9,15
"15915",29,7,2
"15916",33,-7,3
"15917",41,18,22
"15918",45,27,32
"15919",27,10,2
"15920",29,12,8
"15921",23,2,8
"15922",31,9,12
"15923",24,6,1
"15924",38,16,3
"15925",36,13,10
"15926",38,6,12
"15927",28,8,3
"15928",28,10,9
"15929",32,5,11
"15930",20,2,-1
"15931",26,9,13
"15932",23,0,7
"15933",35,1,4
"15934",23,7,5
"15935",35,12,9
"15936",30,5,3
"15937",19,8,3
"15938",15,2,3
"15939",34,15,9
"15940",28,11,3
"15941",29,7,17
"15942",31,10,8
"15943",39,20,31
"15944",30,5,7
"15945",34,9,12
"15946",34,8,21
"15947",39,2,18
"15948",44,14,30
"15949",40,27,19
"15950",42,22,21
"15951",29,1,1
"15952",28,8,9
"15953",43,10,22
"15954",21,8,3
"15955",34,7,13
"15956",24,10,-3
"15957",43,12,15
"15958",42,20,20
"15959",32,8,18
"15960",24,0,6
"15961",30,3,13
"15962",43,27,18
"15963",41,23,19
"15964",29,14,3
"15965",37,5,6
"15966",37,11,16
"15967",29,6,5
"15968",45,21,29
"15969",32,-2,5
"15970",26,3,13
"15971",30,15,10
"15972",37,21,29
"15973",28,4,5
"15974",44,19,18
"15975",30,15,13
"15976",37,12,14
"15977",36,9,20
"15978",34,8,10
"15979",28,1,4
"15980",33,12,17
"15981",28,10,5
"15982",22,10,13
"15983",17,4,9
"15984",22,16,5
"15985",12,10,7
"15986",23,3,-3
"15987",44,26,22
"15988",29,9,13
"15989",31,4,14
"15990",37,11,15
"15991",29,10,11
"15992",15,-1,1
"15993",32,8,3
"15994",28,14,2
"15995",36,11,11
"15996",42,9,12
"15997",34,14,22
"15998",39,10,10
"15999",37,6,9
"16000",39,9,17
"16001",36,17,18
"16002",41,16,19
"16003",30,3,13
"16004",32,2,20
"16005",44,27,20
"16006",43,22,14
"16007",36,10,25
"16008",24,2,10
"16009",28,2,10
"16010",39,13,20
"16011",42,14,14
"16012",42,17,22
"16013",34,8,23
"16014",31,11,12
"16015",38,2,18
"16016",45,27,21
"16017",41,2,12
"16018",26,6,10
"16019",36,14,18
"16020",33,4,10
"16021",45,14,6
"16022",35,9,28
"16023",35,16,19
"16024",39,19,12
"16025",43,22,22
"16026",42,19,19
"16027",36,-1,12
"16028",34,15,18
"16029",21,8,13
"16030",45,15,22
"16031",40,12,24
"16032",38,0,10
"16033",27,8,13
"16034",25,3,10
"16035",32,8,7
"16036",40,10,15
"16037",31,4,8
"16038",36,6,13
"16039",21,4,9
"16040",39,12,14
