"","mach","narc","psyc"
"6137",37,6,12
"6138",41,12,24
"6139",36,11,19
"6140",23,-1,3
"6141",34,8,17
"6142",34,1,10
"6143",32,4,18
"6144",26,23,9
"6145",33,19,15
"6146",43,20,21
"6147",25,-2,5
"6148",20,2,8
"6149",32,13,11
"6150",32,15,23
"6151",44,21,28
"6152",29,9,15
"6153",45,20,25
"6154",25,0,1
"6155",26,1,6
"6156",18,0,3
"6157",33,7,12
"6158",39,16,27
"6159",36,9,16
"6160",24,4,1
"6161",30,7,12
"6162",32,6,12
"6163",41,17,20
"6164",36,14,11
"6165",27,6,8
"6166",41,1,4
"6167",35,3,5
"6168",30,9,16
"6169",26,2,6
"6170",43,16,22
"6171",29,-6,9
"6172",28,-5,13
"6173",35,9,12
"6174",26,9,13
"6175",44,16,17
"6176",26,11,15
"6177",34,5,13
"6178",45,25,21
"6179",16,3,4
"6180",21,3,21
"6181",45,14,26
"6182",28,6,14
"6183",38,9,6
"6184",44,16,17
"6185",35,-3,21
"6186",29,3,2
"6187",37,-2,19
"6188",34,8,3
"6189",38,20,24
"6190",32,3,13
"6191",33,8,9
"6192",36,12,17
"6193",29,3,7
"6194",42,14,22
"6195",42,19,12
"6196",38,7,14
"6197",41,13,20
"6198",29,6,18
"6199",35,12,16
"6200",21,-3,3
"6201",34,7,16
"6202",37,10,16
"6203",17,4,2
"6204",43,6,24
"6205",35,17,11
"6206",29,0,6
"6207",36,7,2
"6208",38,16,13
"6209",36,17,26
"6210",40,14,22
"6211",18,2,-1
"6212",31,6,8
"6213",38,13,18
"6214",36,3,19
"6215",39,13,16
"6216",24,6,7
"6217",39,4,27
"6218",41,18,15
"6219",30,8,21
"6220",20,8,7
"6221",35,17,18
"6222",39,21,12
"6223",41,12,18
"6224",32,14,18
"6225",25,4,7
"6226",16,3,4
"6227",25,1,10
"6228",41,22,16
"6229",23,8,2
"6230",23,2,6
"6231",25,-2,8
"6232",36,2,10
"6233",39,15,19
"6234",24,-1,1
"6235",38,18,11
"6236",22,15,6
"6237",28,-6,10
"6238",39,6,15
"6239",26,2,14
"6240",44,18,15
"6241",18,6,8
"6242",37,15,16
"6243",20,11,4
"6244",37,9,22
"6245",32,17,19
"6246",41,12,24
"6247",44,23,27
"6248",36,17,9
"6249",39,7,14
"6250",37,7,15
"6251",36,-2,11
"6252",34,15,8
"6253",44,5,24
"6254",21,15,21
"6255",39,10,25
"6256",43,16,17
"6257",37,9,15
"6258",15,4,9
"6259",45,26,24
"6260",33,4,10
"6261",43,15,22
"6262",33,1,5
"6263",26,5,6
"6264",34,11,11
"6265",37,11,4
"6266",36,11,15
"6267",28,1,7
"6268",28,1,10
"6269",44,18,23
"6270",40,13,12
"6271",26,7,7
"6272",21,-5,8
"6273",28,1,6
"6274",40,15,10
"6275",35,3,8
"6276",45,3,13
"6277",40,4,14
"6278",41,23,18
"6279",17,4,3
"6280",19,2,4
"6281",38,6,12
"6282",40,18,27
"6283",34,13,11
"6284",35,14,12
"6285",39,19,27
"6286",43,15,13
"6287",31,1,4
"6288",35,21,21
"6289",43,9,9
"6290",33,20,17
"6291",35,11,9
"6292",24,2,8
"6293",42,10,19
"6294",21,0,1
"6295",19,-2,9
"6296",36,5,14
"6297",25,11,6
"6298",36,26,17
"6299",40,12,26
"6300",34,12,11
"6301",40,8,24
"6302",29,13,6
"6303",20,6,-1
"6304",36,21,20
"6305",41,12,23
"6306",14,3,0
"6307",18,8,8
"6308",29,7,4
"6309",39,5,17
"6310",35,7,21
"6311",38,24,18
"6312",34,11,11
"6313",36,20,28
"6314",22,15,1
"6315",33,0,3
"6316",22,20,5
"6317",38,13,18
"6318",41,19,21
"6319",40,21,26
"6320",43,13,12
"6321",40,16,21
"6322",20,-1,0
"6323",14,0,2
"6324",39,17,29
"6325",36,5,23
"6326",27,9,15
"6327",38,14,10
"6328",43,10,14
"6329",36,6,9
"6330",42,14,18
"6331",32,0,9
"6332",28,2,8
"6333",42,7,18
"6334",25,9,9
"6335",43,7,16
"6336",45,5,20
"6337",42,-2,1
"6338",31,-4,12
"6339",41,13,17
"6340",41,18,18
"6341",35,13,6
"6342",27,3,9
"6343",33,-7,4
"6344",32,1,5
"6345",37,6,20
"6346",42,13,25
"6347",26,-2,13
"6348",20,3,9
"6349",40,8,13
"6350",36,7,12
"6351",40,16,18
"6352",34,9,13
"6353",41,13,12
"6354",39,15,22
"6355",40,17,24
"6356",33,-1,15
"6357",32,4,7
"6358",32,-4,5
"6359",32,11,17
"6360",44,9,13
"6361",37,3,11
"6362",39,9,13
"6363",32,10,12
"6364",36,3,16
"6365",32,3,15
"6366",23,20,4
"6367",31,6,16
"6368",43,10,19
"6369",26,10,9
"6370",25,-1,-2
"6371",36,14,14
"6372",34,2,11
"6373",28,4,11
"6374",38,8,8
"6375",35,4,8
"6376",28,8,3
"6377",42,4,15
"6378",45,15,25
"6379",33,3,10
"6380",26,2,12
"6381",39,11,18
"6382",33,-2,8
"6383",28,17,22
"6384",40,9,18
"6385",29,7,9
"6386",38,-2,7
"6387",31,5,16
"6388",42,9,12
"6389",31,3,10
"6390",37,1,5
"6391",28,5,11
"6392",33,13,13
"6393",36,9,9
"6394",39,22,11
"6395",43,16,18
"6396",35,0,8
"6397",36,-4,4
"6398",33,4,17
"6399",40,5,10
"6400",28,6,17
"6401",30,2,5
"6402",35,3,9
"6403",40,-1,7
"6404",41,13,17
"6405",32,1,14
"6406",41,9,26
"6407",32,11,12
"6408",25,7,21
"6409",31,8,10
"6410",35,6,8
"6411",31,5,11
"6412",41,19,18
"6413",39,4,13
"6414",40,10,19
"6415",37,5,8
"6416",27,-2,22
"6417",36,-2,9
"6418",29,2,12
"6419",32,19,8
"6420",36,1,10
"6421",36,16,6
"6422",24,-1,9
"6423",27,8,7
"6424",39,5,8
"6425",44,18,17
"6426",33,-2,6
"6427",33,6,12
"6428",31,4,6
"6429",33,5,12
"6430",37,12,8
"6431",37,1,5
"6432",30,-2,4
"6433",37,6,12
"6434",41,13,21
"6435",38,7,16
"6436",32,7,10
"6437",44,11,25
"6438",45,7,17
"6439",33,6,5
"6440",36,8,15
"6441",41,15,25
"6442",31,-1,1
"6443",43,11,18
"6444",36,7,11
"6445",33,11,3
"6446",37,10,18
"6447",42,16,17
"6448",31,1,8
"6449",37,13,16
"6450",40,11,23
"6451",35,-1,13
"6452",28,-8,2
"6453",24,10,2
"6454",35,9,22
"6455",38,7,4
"6456",27,2,11
"6457",37,7,17
"6458",41,17,20
"6459",24,2,6
"6460",30,9,10
"6461",29,18,5
"6462",37,5,19
"6463",35,8,13
"6464",21,8,2
"6465",25,2,7
"6466",24,11,8
"6467",39,10,23
"6468",34,7,9
"6469",34,5,25
"6470",24,-2,5
"6471",31,17,6
"6472",43,2,15
"6473",40,8,15
"6474",32,9,10
"6475",26,9,7
"6476",40,18,25
"6477",27,0,8
"6478",36,5,17
"6479",31,7,14
"6480",26,5,4
"6481",35,4,4
"6482",32,20,24
"6483",34,0,13
"6484",34,8,14
"6485",26,13,17
"6486",31,7,8
"6487",37,3,12
"6488",37,14,22
"6489",42,1,7
"6490",30,9,10
"6491",32,9,16
"6492",35,4,14
"6493",32,6,9
"6494",36,11,12
"6495",41,5,21
"6496",35,3,2
"6497",35,12,12
"6498",44,17,20
"6499",35,14,24
"6500",33,6,25
"6501",21,-3,7
"6502",24,0,2
"6503",35,10,25
"6504",24,-4,0
"6505",33,17,13
"6506",21,4,9
"6507",35,4,8
"6508",34,9,13
"6509",39,-1,12
"6510",37,13,29
"6511",41,7,13
"6512",33,10,7
"6513",33,11,10
"6514",30,10,13
"6515",31,7,9
"6516",29,8,17
"6517",25,3,12
"6518",35,9,5
"6519",35,10,11
"6520",42,15,11
"6521",37,6,13
"6522",39,13,15
"6523",34,8,24
"6524",22,1,6
"6525",25,-1,7
"6526",27,13,15
"6527",26,-7,1
"6528",32,7,14
"6529",38,6,11
"6530",35,2,1
"6531",24,-6,-2
"6532",38,14,13
"6533",33,15,16
"6534",31,3,11
"6535",33,3,10
"6536",41,8,8
"6537",37,5,16
"6538",23,-1,13
"6539",40,7,15
"6540",32,3,14
"6541",39,4,12
"6542",28,11,9
"6543",28,10,12
"6544",28,6,9
"6545",33,8,9
"6546",28,2,9
"6547",22,4,4
"6548",27,12,15
"6549",45,4,18
"6550",35,4,13
"6551",36,6,10
"6552",25,5,7
"6553",38,9,18
"6554",45,26,26
"6555",38,6,18
"6556",30,14,17
"6557",30,4,17
"6558",17,4,-1
"6559",44,12,13
"6560",34,4,12
"6561",24,8,14
"6562",24,1,14
"6563",33,-3,14
"6564",40,11,15
"6565",36,12,23
"6566",39,2,9
"6567",45,0,20
"6568",37,5,13
"6569",33,-5,8
"6570",31,8,10
"6571",25,1,10
"6572",37,12,14
"6573",31,9,5
"6574",35,0,8
"6575",32,-2,9
"6576",41,12,18
"6577",31,14,21
"6578",44,17,19
"6579",41,7,14
"6580",39,7,19
"6581",35,10,11
"6582",36,9,23
"6583",36,4,15
"6584",33,3,10
"6585",40,9,15
"6586",31,15,13
"6587",41,1,13
"6588",40,15,11
"6589",29,7,4
"6590",34,6,5
"6591",38,3,11
"6592",38,12,13
"6593",33,5,13
"6594",41,-7,9
"6595",39,2,10
"6596",32,14,15
"6597",28,7,9
"6598",33,3,4
"6599",24,6,9
"6600",33,9,22
"6601",32,7,11
"6602",33,-1,2
"6603",31,2,3
"6604",32,6,21
"6605",27,0,10
"6606",42,-3,17
"6607",36,1,9
"6608",34,18,8
"6609",33,13,15
"6610",36,8,12
"6611",37,2,15
"6612",39,11,19
"6613",33,12,29
"6614",41,8,23
"6615",34,9,21
"6616",36,6,7
"6617",40,-3,7
"6618",30,9,16
"6619",38,2,5
"6620",36,16,17
"6621",37,9,18
"6622",34,5,20
"6623",39,9,9
"6624",31,5,29
"6625",35,8,6
"6626",41,12,19
"6627",44,1,9
"6628",28,5,19
"6629",30,10,9
"6630",36,18,6
"6631",34,1,10
"6632",39,6,9
"6633",42,11,16
"6634",29,6,12
"6635",43,3,16
"6636",41,18,28
"6637",24,-2,6
"6638",33,13,8
"6639",30,4,8
"6640",17,7,6
"6641",28,8,10
"6642",29,11,14
"6643",35,10,17
"6644",30,5,14
"6645",41,8,4
"6646",31,6,10
"6647",28,8,22
"6648",35,14,15
"6649",39,2,7
"6650",28,8,14
"6651",26,-1,9
"6652",36,22,22
"6653",41,19,15
"6654",34,13,15
"6655",41,13,33
"6656",31,22,16
"6657",33,0,8
"6658",25,-1,3
"6659",36,1,5
"6660",43,14,13
"6661",39,5,28
"6662",39,13,19
"6663",32,11,17
"6664",42,8,10
"6665",29,0,12
"6666",33,7,8
"6667",37,6,17
"6668",30,2,8
"6669",42,14,17
"6670",36,1,14
"6671",44,11,25
"6672",38,6,9
"6673",40,17,25
"6674",37,7,8
"6675",29,3,11
"6676",17,4,4
"6677",32,12,12
"6678",29,13,16
"6679",45,22,20
"6680",37,4,6
"6681",33,5,6
"6682",38,17,12
"6683",35,16,7
"6684",32,9,9
"6685",31,14,15
"6686",22,7,3
"6687",40,8,9
"6688",39,16,16
"6689",42,14,22
"6690",26,1,5
"6691",38,14,16
"6692",33,11,14
"6693",37,-4,6
"6694",22,8,9
"6695",26,4,10
"6696",29,-6,1
"6697",41,17,15
"6698",33,6,11
"6699",40,7,12
"6700",43,13,17
"6701",39,11,13
"6702",45,23,20
"6703",42,14,20
"6704",39,12,7
"6705",37,18,14
"6706",34,11,19
"6707",30,10,12
"6708",36,1,17
"6709",22,5,3
"6710",40,9,10
"6711",29,14,16
"6712",43,24,29
"6713",40,18,16
"6714",19,7,9
"6715",39,-2,3
"6716",39,25,26
"6717",42,7,21
"6718",39,13,16
"6719",24,6,17
"6720",33,7,4
"6721",33,16,11
"6722",43,11,20
"6723",43,10,18
"6724",45,3,31
"6725",43,3,22
"6726",22,8,0
"6727",32,0,4
"6728",45,15,23
"6729",29,2,5
"6730",34,0,15
"6731",20,9,8
"6732",32,16,10
"6733",43,6,15
"6734",29,6,5
"6735",25,3,13
"6736",33,10,9
"6737",35,15,17
"6738",38,10,10
"6739",38,14,22
"6740",41,9,18
"6741",39,15,16
"6742",42,-3,9
"6743",34,3,5
"6744",34,10,18
"6745",34,4,8
"6746",31,15,28
"6747",34,13,11
"6748",25,9,2
"6749",33,6,16
"6750",32,17,15
"6751",40,27,29
"6752",43,16,12
"6753",37,2,7
"6754",43,21,13
"6755",10,5,4
"6756",32,1,14
"6757",21,4,8
"6758",27,7,8
"6759",43,16,23
"6760",35,2,10
"6761",39,22,24
"6762",35,9,11
"6763",40,9,19
"6764",24,6,2
"6765",39,11,20
"6766",38,7,12
"6767",39,0,9
"6768",29,6,9
"6769",40,9,18
"6770",28,11,0
"6771",31,9,23
"6772",30,0,11
"6773",31,4,8
"6774",37,10,17
"6775",42,18,18
"6776",37,8,17
"6777",41,6,6
"6778",33,5,18
"6779",45,20,17
"6780",38,13,11
"6781",27,1,-2
"6782",41,4,16
"6783",35,3,17
"6784",29,20,7
"6785",19,3,6
"6786",35,11,10
"6787",27,0,-2
"6788",38,21,29
"6789",36,9,10
"6790",38,15,30
"6791",43,21,13
"6792",28,-5,8
"6793",40,10,9
"6794",23,3,8
"6795",43,16,18
"6796",36,14,15
"6797",25,-1,0
"6798",43,14,22
"6799",34,9,8
"6800",35,17,19
"6801",30,13,8
"6802",35,17,17
"6803",33,10,17
"6804",33,16,20
"6805",14,4,1
"6806",36,11,14
"6807",31,3,16
"6808",29,7,8
"6809",26,11,7
"6810",30,6,7
"6811",34,14,18
"6812",43,27,22
"6813",13,-2,0
"6814",40,10,9
"6815",38,3,13
"6816",40,8,16
"6817",45,19,14
"6818",41,20,27
"6819",45,22,29
"6820",28,11,10
"6821",36,3,12
"6822",42,16,24
"6823",42,14,16
"6824",38,4,24
"6825",23,-4,7
"6826",40,16,9
"6827",34,21,18
"6828",35,9,16
"6829",40,25,19
"6830",21,5,5
"6831",35,18,19
"6832",43,25,30
"6833",27,5,16
"6834",33,8,6
"6835",28,12,3
"6836",32,-6,4
"6837",32,5,9
"6838",32,2,8
"6839",27,11,7
"6840",38,21,18
"6841",24,5,6
"6842",31,1,15
"6843",31,6,3
"6844",34,8,10
"6845",35,2,20
"6846",31,4,17
"6847",33,4,18
"6848",30,6,12
"6849",35,11,18
"6850",33,6,9
"6851",21,10,5
"6852",37,14,16
"6853",33,-1,8
"6854",23,2,-2
"6855",40,17,9
"6856",19,6,7
"6857",21,9,6
"6858",29,17,14
"6859",25,6,18
"6860",36,12,17
"6861",39,15,16
"6862",44,18,18
"6863",44,21,23
"6864",36,9,12
"6865",44,7,19
"6866",43,18,23
"6867",36,8,19
"6868",32,12,10
"6869",39,-2,15
"6870",37,1,15
"6871",35,7,9
"6872",32,6,11
"6873",41,9,16
"6874",37,6,6
"6875",35,2,21
"6876",19,10,2
"6877",34,8,18
"6878",35,7,17
"6879",37,17,18
"6880",34,5,11
"6881",37,15,14
"6882",32,9,17
"6883",41,10,17
"6884",35,10,10
"6885",38,20,22
"6886",36,10,13
"6887",37,13,20
"6888",45,21,16
"6889",28,0,1
"6890",35,15,20
"6891",20,-3,4
"6892",30,7,-2
"6893",32,18,17
"6894",42,17,10
"6895",37,8,19
"6896",35,10,14
"6897",20,7,6
"6898",27,4,17
"6899",41,4,12
"6900",19,-1,4
"6901",40,19,17
"6902",35,10,9
"6903",37,15,19
"6904",40,6,13
"6905",32,7,6
"6906",30,10,7
"6907",26,13,8
"6908",42,16,32
"6909",32,11,21
"6910",18,-3,2
"6911",38,19,13
"6912",43,17,26
"6913",41,5,8
"6914",36,14,15
"6915",31,8,12
"6916",32,15,19
"6917",32,12,27
"6918",36,12,22
"6919",24,1,3
"6920",37,13,12
"6921",23,2,6
"6922",31,12,20
"6923",36,11,16
"6924",27,11,11
"6925",35,0,17
"6926",10,-7,-3
"6927",38,22,21
"6928",35,7,23
"6929",43,13,15
"6930",31,2,7
"6931",37,5,12
"6932",29,9,14
"6933",36,6,27
"6934",38,14,15
"6935",40,16,20
"6936",31,17,13
"6937",40,15,6
"6938",38,13,23
"6939",30,8,7
"6940",34,1,17
"6941",40,7,24
"6942",45,25,29
"6943",43,15,13
"6944",31,8,15
"6945",32,6,10
"6946",27,2,5
"6947",34,19,20
"6948",32,4,11
"6949",26,4,6
"6950",41,17,17
"6951",27,17,14
"6952",39,9,11
"6953",34,14,8
"6954",26,3,8
"6955",26,8,12
"6956",27,10,9
"6957",32,8,13
"6958",27,5,5
"6959",39,12,23
"6960",38,12,16
"6961",41,19,24
"6962",40,22,19
"6963",15,11,1
"6964",38,20,20
"6965",34,7,8
"6966",33,12,22
"6967",32,2,11
"6968",39,5,15
"6969",32,13,19
"6970",45,15,15
"6971",32,4,12
"6972",44,27,31
"6973",31,17,23
"6974",37,17,16
"6975",24,19,17
"6976",24,12,6
"6977",39,19,20
"6978",33,18,26
"6979",39,8,22
"6980",14,-6,5
"6981",36,3,14
"6982",28,15,11
"6983",39,12,18
"6984",41,5,17
"6985",30,4,8
"6986",45,8,21
"6987",19,7,3
"6988",30,17,16
"6989",13,-9,-3
"6990",30,0,15
"6991",24,2,3
"6992",41,14,24
"6993",36,8,21
"6994",34,7,10
"6995",38,17,15
"6996",40,17,21
"6997",33,2,4
"6998",29,4,9
"6999",41,10,19
"7000",32,22,22
"7001",39,11,6
"7002",19,5,5
"7003",28,0,13
"7004",38,16,21
"7005",44,14,13
"7006",39,13,19
"7007",36,14,19
"7008",30,1,14
"7009",33,14,21
"7010",26,1,13
"7011",21,-2,11
"7012",44,14,24
"7013",22,-1,0
"7014",40,14,15
"7015",36,9,11
"7016",25,5,9
"7017",34,3,5
"7018",36,22,23
"7019",25,8,4
"7020",34,11,11
"7021",38,12,22
"7022",35,14,14
"7023",15,1,2
"7024",38,16,16
"7025",35,17,13
"7026",37,16,19
"7027",25,2,7
"7028",44,16,19
"7029",14,-6,2
"7030",37,1,10
"7031",22,2,6
"7032",36,13,20
"7033",30,10,14
"7034",33,-2,1
"7035",37,16,3
"7036",44,22,20
"7037",38,3,19
"7038",32,2,5
"7039",37,15,18
"7040",19,3,3
"7041",38,16,19
"7042",27,5,12
"7043",37,8,9
"7044",32,3,8
"7045",15,-1,5
"7046",33,10,13
"7047",36,5,20
"7048",16,6,0
"7049",27,3,8
"7050",37,20,22
"7051",18,1,7
"7052",37,12,16
"7053",41,17,23
"7054",13,-2,-2
"7055",36,7,10
"7056",32,5,8
"7057",28,12,14
"7058",30,4,16
"7059",39,25,24
"7060",39,7,20
"7061",36,10,13
"7062",34,7,8
"7063",42,16,18
"7064",36,12,25
"7065",35,10,16
"7066",21,2,8
"7067",27,9,8
"7068",34,10,9
"7069",27,9,8
"7070",26,-2,14
"7071",43,12,22
"7072",42,13,23
"7073",31,7,14
"7074",38,9,24
"7075",36,16,26
"7076",39,16,25
"7077",37,11,23
"7078",36,11,20
"7079",33,18,21
"7080",38,5,12
"7081",37,7,5
"7082",35,8,18
"7083",31,14,19
"7084",40,16,17
"7085",31,16,9
"7086",16,9,7
"7087",36,11,24
"7088",36,7,14
"7089",32,5,5
"7090",38,24,27
"7091",34,15,19
"7092",31,18,15
"7093",30,12,19
"7094",38,4,12
"7095",26,2,4
"7096",20,3,7
"7097",36,25,13
"7098",44,12,17
"7099",22,6,4
"7100",25,-5,5
"7101",44,-2,14
"7102",34,25,25
"7103",31,4,13
"7104",38,13,17
"7105",27,2,9
"7106",44,19,12
"7107",35,5,15
"7108",19,3,6
"7109",33,14,15
"7110",33,10,6
"7111",37,10,19
"7112",31,11,25
"7113",36,10,22
"7114",34,0,13
"7115",30,10,9
"7116",39,10,13
"7117",41,16,13
"7118",43,4,16
"7119",38,12,22
"7120",25,3,5
"7121",35,7,18
"7122",45,7,33
"7123",35,19,22
"7124",40,6,12
"7125",42,21,26
"7126",37,6,10
"7127",20,4,4
"7128",34,8,13
"7129",24,-5,1
"7130",35,1,13
"7131",35,17,9
"7132",38,5,7
"7133",41,21,26
"7134",39,17,19
"7135",42,20,17
"7136",43,22,25
"7137",37,20,16
"7138",41,9,13
"7139",42,23,20
"7140",20,4,8
"7141",42,27,30
"7142",38,13,17
"7143",24,-4,6
"7144",34,23,15
"7145",35,14,6
"7146",35,14,14
"7147",32,10,12
"7148",39,-1,8
"7149",42,15,24
"7150",34,15,20
"7151",33,10,9
"7152",39,8,12
"7153",43,20,27
"7154",29,9,18
"7155",37,7,8
"7156",43,17,18
"7157",39,24,26
"7158",27,7,16
"7159",24,7,2
"7160",31,7,15
"7161",28,16,13
"7162",21,-1,4
"7163",36,15,13
"7164",39,19,11
"7165",38,12,18
"7166",35,6,18
"7167",31,1,8
"7168",37,18,18
"7169",41,19,23
"7170",39,5,9
"7171",38,12,15
"7172",38,16,14
"7173",32,15,7
"7174",43,9,21
"7175",42,13,19
"7176",27,5,9
"7177",34,9,14
"7178",26,14,10
"7179",35,11,17
"7180",34,14,12
"7181",26,2,10
"7182",35,9,10
"7183",33,6,11
"7184",39,12,24
"7185",37,8,10
"7186",34,4,16
"7187",30,8,7
"7188",32,3,13
"7189",43,16,20
"7190",28,16,1
"7191",42,14,15
"7192",39,15,13
"7193",32,15,19
"7194",44,17,18
"7195",32,7,8
"7196",33,5,13
"7197",42,13,23
"7198",35,8,15
"7199",25,2,-3
"7200",40,13,17
"7201",38,16,24
"7202",43,14,33
"7203",33,14,15
"7204",33,3,11
"7205",24,5,5
"7206",33,5,19
"7207",36,18,29
"7208",36,10,11
"7209",38,6,10
"7210",21,1,1
"7211",33,2,4
"7212",29,14,4
"7213",33,4,12
"7214",29,4,12
"7215",40,14,17
"7216",30,5,12
"7217",32,-5,10
"7218",34,3,8
"7219",28,0,6
"7220",35,8,10
"7221",41,2,14
"7222",20,3,3
"7223",42,11,8
"7224",44,16,22
"7225",24,1,3
"7226",36,5,10
"7227",40,8,11
"7228",44,8,20
"7229",32,15,15
"7230",25,9,4
"7231",31,7,7
"7232",42,9,15
"7233",37,8,21
"7234",21,-1,6
"7235",42,0,11
"7236",28,7,7
"7237",35,12,12
"7238",30,5,6
"7239",42,14,17
"7240",37,4,8
"7241",37,16,16
"7242",32,-1,23
"7243",21,3,4
"7244",25,16,9
"7245",38,9,9
"7246",40,24,26
"7247",32,3,20
"7248",10,-2,4
"7249",45,21,25
"7250",43,22,25
"7251",27,2,8
"7252",33,10,18
"7253",38,13,14
"7254",40,18,18
"7255",43,20,10
"7256",30,2,11
"7257",30,12,21
"7258",45,17,24
"7259",41,21,20
"7260",24,9,8
"7261",33,6,12
"7262",37,8,16
"7263",42,16,22
"7264",44,18,27
"7265",44,25,28
"7266",40,17,21
"7267",35,3,14
"7268",29,17,11
"7269",32,17,13
"7270",39,5,21
"7271",36,16,15
"7272",30,8,18
"7273",30,1,8
"7274",35,12,19
"7275",25,-2,5
"7276",15,-5,6
"7277",38,17,11
"7278",33,7,6
"7279",40,11,19
"7280",42,21,26
"7281",38,9,13
"7282",35,21,19
"7283",38,8,21
"7284",31,0,5
"7285",25,-2,7
"7286",32,7,23
"7287",43,18,24
"7288",41,16,18
"7289",33,17,25
"7290",36,9,12
"7291",43,15,24
"7292",37,20,23
"7293",41,13,29
"7294",25,2,3
"7295",34,8,13
"7296",29,4,10
"7297",36,5,10
"7298",37,20,6
"7299",43,4,22
"7300",43,16,21
"7301",35,7,12
"7302",32,5,9
"7303",30,12,5
"7304",25,12,20
"7305",31,13,2
"7306",40,25,16
"7307",21,4,3
"7308",30,-1,9
"7309",23,2,3
"7310",39,7,8
"7311",23,9,8
"7312",18,5,-1
"7313",42,24,20
"7314",36,16,10
"7315",37,20,18
"7316",24,0,7
"7317",27,4,3
"7318",29,6,-2
"7319",35,21,18
"7320",30,16,26
"7321",27,1,18
"7322",36,0,11
"7323",34,15,14
"7324",23,5,9
"7325",26,13,4
"7326",40,7,16
"7327",44,21,20
"7328",15,9,10
"7329",27,-6,0
"7330",32,7,1
"7331",23,15,13
"7332",22,8,5
"7333",33,22,18
"7334",25,4,3
"7335",21,5,4
"7336",25,10,2
"7337",30,11,9
"7338",45,27,32
"7339",26,9,7
"7340",44,9,30
"7341",33,12,11
"7342",27,6,6
"7343",44,12,31
"7344",27,-4,10
"7345",38,12,13
"7346",23,14,11
"7347",26,11,6
"7348",42,6,16
"7349",25,7,4
"7350",21,7,3
"7351",29,2,-1
"7352",35,8,11
"7353",44,26,32
"7354",23,5,7
"7355",35,10,18
"7356",40,10,24
"7357",36,16,16
"7358",42,6,14
"7359",31,5,10
"7360",34,11,12
"7361",23,4,-2
"7362",43,12,22
"7363",27,5,5
"7364",45,22,29
"7365",34,13,16
"7366",32,21,13
"7367",37,12,14
"7368",40,6,12
"7369",25,5,12
"7370",26,12,12
"7371",37,17,24
"7372",39,14,20
"7373",42,0,13
"7374",32,4,11
"7375",27,1,8
"7376",33,10,5
"7377",38,15,22
"7378",20,-8,-3
"7379",30,4,1
"7380",36,2,19
"7381",41,10,17
"7382",37,12,21
"7383",26,8,8
"7384",45,26,16
"7385",18,3,10
"7386",45,13,11
"7387",43,14,13
"7388",32,4,6
"7389",41,14,16
"7390",40,20,19
"7391",43,1,12
"7392",25,6,1
"7393",35,8,10
"7394",30,0,2
"7395",37,14,18
"7396",34,11,11
"7397",35,17,19
"7398",42,11,18
"7399",33,16,1
"7400",34,8,20
"7401",28,10,7
"7402",27,16,7
"7403",36,13,27
"7404",39,17,10
"7405",40,10,18
"7406",26,0,5
"7407",34,1,3
"7408",28,2,3
"7409",26,8,7
"7410",30,4,13
"7411",39,22,24
"7412",40,20,24
"7413",28,0,5
"7414",42,5,19
"7415",32,13,13
"7416",28,8,6
"7417",42,9,13
"7418",32,4,14
"7419",36,17,14
"7420",38,15,20
"7421",38,12,13
"7422",37,5,15
"7423",33,1,4
"7424",31,8,6
"7425",20,4,7
"7426",36,2,18
"7427",30,9,9
"7428",33,7,22
"7429",35,9,18
"7430",37,18,14
"7431",36,20,18
"7432",42,9,29
"7433",28,-1,13
"7434",39,11,12
"7435",36,14,9
"7436",36,7,12
"7437",45,5,12
"7438",30,8,8
"7439",24,11,7
"7440",22,1,4
"7441",17,1,5
"7442",21,7,1
"7443",39,19,22
"7444",19,5,8
"7445",26,-2,7
"7446",34,8,18
"7447",27,4,3
"7448",41,5,17
"7449",24,21,17
"7450",29,5,13
"7451",25,5,5
"7452",40,14,14
"7453",39,-1,20
"7454",34,2,14
"7455",16,9,1
"7456",27,6,9
"7457",36,14,13
"7458",27,8,5
"7459",42,12,16
"7460",36,17,18
"7461",31,23,16
"7462",30,9,20
"7463",23,5,7
"7464",40,9,20
"7465",41,-7,20
"7466",36,10,18
"7467",38,20,18
"7468",26,13,12
"7469",32,1,12
"7470",22,3,-2
"7471",41,16,25
"7472",45,27,21
"7473",45,7,25
"7474",40,10,19
"7475",29,6,0
"7476",24,8,3
"7477",39,11,12
"7478",31,5,14
"7479",29,5,12
"7480",37,7,15
"7481",29,17,15
"7482",43,11,23
"7483",32,5,17
"7484",35,0,17
"7485",34,16,22
"7486",33,11,12
"7487",34,10,24
"7488",41,19,27
"7489",29,16,16
"7490",34,15,31
"7491",24,13,16
"7492",35,4,3
"7493",43,19,17
"7494",35,9,15
"7495",26,-7,1
"7496",34,7,11
"7497",34,-2,11
"7498",32,12,21
"7499",21,13,13
"7500",29,-1,5
"7501",40,13,20
"7502",24,-2,7
"7503",28,6,5
"7504",23,5,5
"7505",42,3,16
"7506",36,3,13
"7507",37,7,12
"7508",27,9,7
"7509",28,9,11
"7510",41,15,10
"7511",45,15,23
"7512",32,5,23
"7513",39,9,9
"7514",41,0,8
"7515",41,-1,25
"7516",21,11,4
"7517",42,7,15
"7518",29,7,20
"7519",21,8,5
"7520",45,19,25
"7521",38,14,21
"7522",26,16,10
